angIn,angOut,angRef,angD,ni,lambda,color,angInDeg,angOutDeg,angRefDeg,angD2Deg,angD2DegCorr,rainbowNo
0.356132705582873,1.23684825834916,0.265496827322005,0.880715552766283,4,700,#A20000,20.405,70.866,195.212,50.461,129.539,2
0.364048681649947,1.23765686177999,0.26695092390499,0.873608180130046,4,400,#5B0088,20.858,70.913,195.295,50.054,129.946,2
0.364048681649947,1.24487485610275,0.268153922958784,0.880826174452805,4,450,#0033FF,20.858,71.326,195.364,50.468,129.532,2
0.364048681649947,1.25033921188527,0.269064648922536,0.886290530235322,4,500,#00FF80,20.858,71.639,195.416,50.781,129.219,2
0.364048681649947,1.25466060115621,0.269784880467694,0.890611919506265,4,550,#92FF00,20.858,71.887,195.458,51.028,128.972,2
0.364048681649947,1.25820980529081,0.270376414490127,0.894161123640859,4,600,#FFB100,20.858,72.09,195.491,51.232,128.768,2
0.364048681649947,1.26121202311907,0.27087678412817,0.897163341469127,4,650,#F60000,20.858,72.262,195.52,51.404,128.596,2
0.364048681649947,1.26362626133463,0.271279157164097,0.899577579684686,4,700,#A20000,20.858,72.4,195.543,51.542,128.458,2
0.371964793831968,1.26380539848555,0.272628365386253,0.891840604653583,4,400,#5B0088,21.312,72.411,195.62,51.099,128.901,2
0.371964793831968,1.27118475344336,0.273858257879221,0.899219959611393,4,450,#0033FF,21.312,72.834,195.691,51.522,128.478,2
0.371964793831968,1.27677134003371,0.27478935564428,0.904806546201742,4,500,#00FF80,21.312,73.154,195.744,51.842,128.158,2
0.371964793831968,1.28118943832283,0.275525705359132,0.90922464449086,4,550,#92FF00,21.312,73.407,195.786,52.095,127.905,2
0.371964793831968,1.28481810041531,0.276130482374546,0.91285330658334,4,600,#FFB100,21.312,73.615,195.821,52.303,127.697,2
0.371964793831968,1.2878875515522,0.276642057564028,0.915922757720233,4,650,#F60000,21.312,73.791,195.85,52.479,127.521,2
0.371964793831968,1.29035586955192,0.277053443897314,0.91839107571995,4,700,#A20000,21.312,73.932,195.874,52.62,127.38,2
0.379881046230619,1.2899032654458,0.278297385279404,0.910022219215182,4,400,#5B0088,21.766,73.906,195.945,52.14,127.86,2
0.379881046230619,1.29744425728647,0.279554217252848,0.917563211055847,4,450,#0033FF,21.766,74.338,196.017,52.572,127.428,2
0.379881046230619,1.30315328882221,0.280505722508804,0.923272242591589,4,500,#00FF80,21.766,74.665,196.072,52.9,127.1,2
0.379881046230619,1.30766826854699,0.281258219129602,0.927787222316369,4,550,#92FF00,21.766,74.924,196.115,53.158,126.842,2
0.379881046230619,1.31137653224255,0.281876263078862,0.931495486011935,4,600,#FFB100,21.766,75.136,196.15,53.371,126.629,2
0.379881046230619,1.31451333963441,0.282399064310838,0.934632293403794,4,650,#F60000,21.766,75.316,196.18,53.55,126.45,2
0.379881046230619,1.31703583724522,0.282819480579307,0.937154791014606,4,700,#A20000,21.766,75.461,196.204,53.695,126.305,2
0.387797443034014,1.31594918632841,0.283957771560403,0.928151743294396,4,400,#5B0088,22.219,75.398,196.27,53.179,126.821,2
0.387797443034014,1.32365209589515,0.285241589821526,0.935854652861135,4,450,#0033FF,22.219,75.84,196.343,53.621,126.379,2
0.387797443034014,1.32948379012785,0.286213538860311,0.941686347093833,4,500,#00FF80,22.219,76.174,196.399,53.955,126.045,2
0.387797443034014,1.33409582664704,0.286982211613509,0.946298383613031,4,550,#92FF00,22.219,76.438,196.443,54.219,125.781,2
0.387797443034014,1.33788383806201,0.287613546849337,0.950086395027992,4,600,#FFB100,22.219,76.655,196.479,54.436,125.564,2
0.387797443034014,1.3410881267847,0.288147594969784,0.953290683750682,4,650,#F60000,22.219,76.839,196.51,54.62,125.38,2
0.387797443034014,1.34366490557222,0.288577058101039,0.955867462538206,4,700,#A20000,22.219,76.986,196.534,54.767,125.233,2
0.395713988520068,1.34194187173317,0.289609310042205,0.9462278832131,4,400,#5B0088,22.673,76.888,196.593,54.215,125.785,2
0.395713988520068,1.34980698436165,0.290920162146953,0.954092995841583,4,450,#0033FF,22.673,77.338,196.668,54.666,125.334,2
0.395713988520068,1.3557615625806,0.291912591850111,0.960047574060529,4,500,#00FF80,22.673,77.679,196.725,55.007,124.993,2
0.395713988520068,1.36047083413503,0.292697470442516,0.964756845614962,4,550,#92FF00,22.673,77.949,196.77,55.276,124.724,2
0.395713988520068,1.36433874180886,0.293342121721488,0.968624753288796,4,600,#FFB100,22.673,78.171,196.807,55.498,124.502,2
0.395713988520068,1.36761063902775,0.293887437924637,0.971896650507684,4,650,#F60000,22.673,78.358,196.839,55.686,124.314,2
0.395713988520068,1.37024180226447,0.294325965130756,0.974527813744399,4,700,#A20000,22.673,78.509,196.864,55.836,124.164,2
0.403630687059998,1.36788001886511,0.29525178432085,0.96424933180511,4,400,#5B0088,23.126,78.374,196.917,55.247,124.753,2
0.403630687059998,1.37590762427591,0.296589718555985,0.972276937215915,4,450,#0033FF,23.126,78.834,196.993,55.707,124.293,2
0.403630687059998,1.38198531122845,0.297602666381407,0.978354624168451,4,500,#00FF80,23.126,79.182,197.051,56.056,123.944,2
0.403630687059998,1.38679199887903,0.298403780989838,0.983161311819033,4,550,#92FF00,23.126,79.457,197.097,56.331,123.669,2
