angIn,angOut,angRef,angD,ni,lambda,color,angInDeg,angOutDeg,angRefDeg,angDiffDeg
1.25323589750338,-2.85186842723945,0.780758796240586,0.472477101262789,4,400,#5B0088,71.805,-163.4,224.734,235.205152268665
